backtracking,2,0.0,20.38361406326294
backtracking,29,1.0,1.9885170459747314
backtracking,5,1.1,7.059706926345825
backtracking,17,1.2,0.57124924659729
backtracking,36,1.3,2.2144572734832764
backtracking,4,1.4,0.7723827362060547
backtracking,10,1.5,0.020010709762573242
backtracking,13,1.6,0.0678105354309082
backtracking,23,1.7,3.91697096824646
backtracking,14,1.8,26.47351360321045
backtracking,39,1.9,1.0060036182403564
backtracking,71,2.0,0.36299991607666016
backtracking,67,2.1,0.07399988174438477
backtracking,1,2.2,1.2890644073486328
backtracking,122,2.3,1.7688443660736084
backtracking,54,2.4,0.6638543605804443
backtracking,48,2.5,0.14100074768066406
backtracking,3,2.6,0.10100007057189941
backtracking,19,2.7,0.9037728309631348
backtracking,28,2.8,0.49924778938293457
backtracking,221,2.9,0.47660088539123535
backtracking,124,3.0,2.0107758045196533
backtracking,43,3.1,0.017986774444580078
backtracking,135,3.2,0.4920051097869873
backtracking,15,3.3,0.1650102138519287
backtracking,32,3.4,2.3451473712921143
backtracking,66,3.5,0.004012346267700195
backtracking,203,3.6,0.11599516868591309
backtracking,8,3.7,3.3710455894470215
backtracking,41,3.8,0.2115943431854248
backtracking,22,3.9,0.2929997444152832
backtracking,268,4.0,0.3169834613800049
backtracking,774,4.1,0.004990577697753906
backtracking,951,4.2,0.003003835678100586
backtracking,73,4.3,0.006006956100463867
backtracking,1461,4.4,0.3120088577270508
backtracking,707,4.5,0.27333903312683105
backtracking,101,4.6,0.043999433517456055
backtracking,94,4.7,0.05800127983093262
backtracking,178,4.8,0.32207489013671875
backtracking,1349,4.9,0.7410764694213867
backtracking,647,5.0,0.16864728927612305
backtracking,839,5.1,1.16092848777771
backtracking,1455,5.2,0.3016672134399414
backtracking,2938,5.3,0.6349844932556152
backtracking,1124,5.4,3.681856632232666
backtracking,4487,5.5,0.745025634765625
backtracking,2996,5.6,0.43567800521850586
backtracking,1405,5.7,0.09900760650634766
backtracking,4967,5.8,0.19199180603027344
backtracking,33784,5.9,0.040998220443725586
backtracking,5521,6.0,0.15401363372802734
